标题长度	链接	视频	图片	艾特	时间	话题	星期	min_min 	min_max	min_mean	max_min	max_max	max_mean	mean_min	mean_max	mean_mean	popular
15	0	0	4	0	1070	0	1	523	523	523	224	17411	1961	244	5113	1054	0
14	0	0	4	0	1068	0	1	152	7368	781	340	11177	5758	280	5498	1685	0
17	0	0	4	0	1064	0	1	152	4246	754	191	100712	3088	163	6990	1230	1
24	0	0	1	0	1036	0	1	154	4316	796	63	28968	1946	63	8851	1385	0
12	0	0	1	0	1016	0	1	402	402	402	381	8831	2397	482	7172	1832	0
15	0	0	2	0	1003	1	1	258	17239	2602	6245	6245	6245	730	13657	5560	0
19	0	0	1	0	980	0	1	548	548	548	252	34170	3989	193	16466	2099	0
19	0	0	1	0	961	0	1	266	266	266	379	35427	6798	65	36410	2722	0
15	0	0	1	0	941	0	1	462	462	462	489	6460	3552	52	21436	1339	0
13	0	0	6	0	933	0	1	248	18440	1918	681	65209	11379	4276	4276	4276	1
28	0	0	2	0	925	0	1	325	430	377	280	22126	3076	164	5503	1058	0
10	0	0	4	0	907	1	1	651	4883	1978	341	36410	3348	514	26247	3200	0
22	0	0	9	0	889	0	1	409	659	534	434	5730	3082	2734	2734	2734	0
20	0	0	0	0	868	0	1	306	5171	2037	678	18367	5907	226	18367	3041	1
27	0	0	9	0	837	0	1	474	4452	1453	2436	12726	7581	236	26148	3698	1
21	0	0	1	0	1268	0	0	657	1741	1107	333	26335	7721	657	1588	1264	0
13	0	0	6	0	1237	1	0	1432	1432	1432	1803	9687	3736	2553	2553	2553	1
18	0	0	1	0	1211	0	0	343	343	343	154	13379	2134	63	35427	2107	0
20	0	0	6	0	1181	0	0	470	2416	846	329	34265	3570	147	37189	2347	0
16	0	1	0	0	1143	0	0	923	1052	987	8228	8228	8228	4881	4881	4881	0
18	0	0	1	0	1122	0	0	306	2809	936	460	20593	6405	201	6361	1233	1
17	0	0	1	0	1098	0	0	218	2536	726	52	31164	1610	131	8063	1269	0
14	0	0	6	0	1076	0	0	311	311	311	608	7436	4022	279	12755	1297	0
13	0	0	9	0	1055	0	0	211	10579	1969	517	6292	2543	517	6292	2543	0
24	0	0	2	0	1027	0	0	147	1780	701	310	27756	5997	263	7208	1802	0
16	0	0	1	0	1007	1	0	329	2396	843	4255	4255	4255	184	11708	1606	0
25	0	0	6	0	985	0	0	451	1137	794	9071	9071	9071	763	6163	4015	1
10	0	0	9	0	969	1	0	342	1979	746	106	100712	1955	545	1979	1209	0
23	0	0	6	0	948	0	0	154	1546	494	449	23115	6670	65	17411	1466	0
24	0	0	6	0	925	0	0	288	1307	626	382	25687	3969	256	5353	911	0
20	0	1	9	0	895	0	5	341	2802	984	1854	5206	3530	381	3824	2269	0
23	0	0	4	0	887	0	5	280	536	408	191	100712	3088	428	1402	915	0
21	0	0	1	0	873	0	5	292	292	292	292	16396	3417	292	6245	1621	0
19	0	0	1	0	860	0	5	413	413	413	200	7582	1926	263	7052	1186	0
18	0	0	1	0	841	0	5	298	1242	597	451	15009	2929	131	8063	1269	0
11	0	0	1	0	818	0	5	106	3446	908	106	100712	1955	325	5353	1136	0
16	0	1	6	0	796	0	5	443	3572	1936	3572	5889	4730	215	17742	3153	1
7	1	0	4	0	769	1	5	1180	1624	1402	602	36410	3684	1624	1624	1624	1
27	0	0	2	0	756	0	5	152	7368	781	52	268284	3746	248	6724	1795	0
35	0	0	4	0	750	0	5	152	7368	781	263	268284	6015	428	1875	1265	0
28	0	0	2	0	747	0	5	488	488	488	126	63557	3604	126	8063	865	0
24	0	0	2	0	742	0	5	152	7368	781	215	10569	3130	65	5863	1259	0
23	0	0	1	0	724	0	5	1698	1698	1698	380	23390	3864	380	15961	3455	1
14	0	0	9	0	701	0	5	324	2783	1393	248	14188	2949	1396	1396	1396	1
17	0	0	1	0	695	0	5	249	249	249	8063	8063	8063	270	2497	903	0
18	0	0	6	0	1163	0	3	333	929	558	180	5351	1622	152	3891	1075	0
19	0	0	0	0	1129	1	3	573	704	638	573	20383	5388	267	20725	2776	0
20	0	0	1	0	1094	0	3	237	1096	628	273	35427	3808	287	7758	1336	0
23	0	0	9	0	1069	1	3	206	739	418	253	26335	2199	218	6951	1118	0
18	0	1	0	0	1050	0	3	508	1463	828	285	27756	2725	143	15900	1197	0
19	0	0	1	0	1012	1	3	325	5692	2197	517	37189	5384	367	12438	3539	1
15	0	0	9	0	983	1	3	460	4844	1555	4844	4844	4844	992	7854	2539	1
11	0	0	9	0	960	1	3	570	4577	2502	206	11991	4708	206	11991	4708	0
18	0	0	9	0	930	0	3	316	8465	1730	3000	3000	3000	2822	2822	2822	1
21	0	0	6	0	900	0	3	63	17411	1683	816	19096	4978	215	17742	3153	0
24	0	0	2	0	891	0	3	170	12664	1539	412	34265	13828	412	4534	2127	0
16	0	0	2	0	875	0	3	243	1626	789	663	8108	2436	172	11685	1526	0
23	0	0	4	0	850	0	3	632	783	729	797	4538	2165	193	17898	1344	0
24	0	0	1	0	830	0	3	170	3263	921	174	35427	3668	1257	1257	1257	0
18	0	0	1	0	806	1	3	200	11685	1688	310	27756	5997	215	13675	1987	0
16	0	0	1	0	1207	0	2	401	401	401	401	9687	3824	180	3019	883	0
20	1	0	6	0	1197	1	2	313	524	418	2772	13057	7249	193	6257	1525	0
16	0	0	4	0	1182	0	2	515	515	515	463	6177	2580	106	63557	1800	0
17	0	0	2	0	1139	0	2	622	622	622	385	40260	5691	356	6206	2154	1
26	0	0	1	0	1115	0	2	193	13467	1604	3773	8548	5563	434	12664	3303	1
32	0	0	6	0	1091	0	2	266	11495	2041	11495	11495	11495	402	33997	4407	1
28	0	0	1	0	1079	0	2	227	1223	541	227	13840	2389	227	7582	1451	0
19	0	0	9	0	1072	0	2	124	15961	1483	201	10565	1843	201	10565	1843	1
20	0	0	6	0	1052	0	2	652	2095	1540	10268	10268	10268	1702	2095	1836	1
19	0	0	0	0	1030	1	2	262	4098	1021	233	268284	5576	551	7577	1782	0
16	0	0	9	0	1009	0	2	271	2668	888	261	140765	5410	1527	1527	1527	1
21	0	0	9	0	987	1	2	218	6951	1118	399	10666	5532	216	7293	1564	0
13	0	0	1	1	967	0	2	516	516	516	314	12664	2254	325	4538	1776	0
20	0	0	4	0	942	0	2	1190	1190	1190	413	34170	3989	1119	3618	2191	1
13	0	0	2	0	1285	0	1	624	624	208	663	23115	3378	1149	6752	2200	0
17	0	0	9	0	1260	1	1	106	50105	2225	5238	5238	5238	298	40260	4364	1
15	1	0	6	0	1239	1	1	1092	1092	1092	1092	7656	2952	193	13467	1604	0
25	0	0	8	0	1216	1	1	215	1410	616	253	26335	2199	212	8804	1081	1
18	0	0	9	0	1191	0	1	287	5839	1412	1058	24642	6239	154	17742	2974	1
9	0	0	9	0	1168	0	1	284	3880	1027	1005	5204	2937	1005	5204	2937	1
19	0	0	2	0	1145	0	1	379	5889	1603	178	15009	2560	198	28968	2272	0
19	0	0	1	0	1122	1	1	212	8804	1081	162	40893	2944	253	26335	2199	0
17	0	0	5	0	1099	0	1	223	6361	1554	11999	12868	12433	379	40832	4611	1
22	0	0	1	0	1069	1	1	215	1410	616	253	26335	2199	253	7964	1337	0
14	0	1	8	0	1048	0	1	341	1112	614	341	36410	3348	3318	3318	3318	0
13	0	0	1	0	1029	0	1	802	999	900	298	24246	3275	311	6118	1847	0
26	0	0	2	0	1009	0	1	340	1517	862	639	25376	3624	236	8519	1830	1
18	0	0	1	0	990	0	1	311	1173	664	212	37189	3000	302	12289	1502	0
17	0	0	0	0	960	1	1	637	1150	939	385	40260	5691	385	12726	3410	0
14	0	0	6	0	1404	0	0	578	578	578	468	6431	1970	169	3824	1259	0
18	0	0	2	0	1386	0	0	273	3716	1192	211	40260	4603	52	51074	1959	1
14	0	1	4	0	1357	0	0	547	547	547	350	4682	2516	343	2855	1092	0
20	0	0	0	0	1336	1	0	330	537	433	306	40832	3493	172	11708	1234	1
16	0	0	2	0	1305	0	0	529	1940	1124	211	10579	1969	300	7246	1470	0
20	0	0	9	0	1273	1	0	801	2421	1549	232	18367	2581	265	15521	2408	0
24	1	0	4	0	1236	1	0	131	6470	1003	345	15961	4015	215	11438	2218	0
12	0	0	4	0	1208	0	0	140	5197	1108	206	11991	4708	194	63557	1838	0
23	1	0	6	0	1177	1	0	237	4534	1095	296	25687	3260	174	5663	1333	0
12	0	0	9	0	1152	0	0	284	3880	1027	157	7436	2478	477	4719	2305	0
18	0	0	4	0	1126	0	0	156	50105	2764	163	268284	3395	163	268284	3395	1
18	1	0	9	0	1104	1	0	860	6061	2814	2875	2875	2875	2875	2875	2875	0
22	0	0	2	0	1078	0	0	527	1928	1227	527	11495	3567	362	17869	2044	0
10	0	0	4	0	1056	0	0	544	778	626	206	11991	4708	206	11991	4708	0
20	0	0	2	0	1029	1	0	1524	1928	1726	6245	6245	6245	527	6605	2420	1
14	0	0	1	0	1239	1	6	180	26335	2301	712	140765	15535	754	12814	4276	1
20	0	1	0	0	1217	0	6	329	6540	1844	316	19435	6669	216	23474	5541	1
11	0	0	6	1	1198	0	6	504	632	568	65	15900	1536	223	1821	711	0
20	0	0	2	0	1155	0	6	262	4631	1024	1691	11685	5192	174	35427	3668	1
14	0	0	9	0	1127	0	6	744	744	744	400	9397	1759	744	2060	1402	0
11	0	0	9	0	1105	1	6	1011	2079	1407	188	268284	5169	237	50105	2612	1
14	0	0	9	0	1081	0	6	1224	1224	1224	514	24931	8040	1762	7575	5339	1
16	0	0	9	1	1059	0	6	237	7052	1635	306	40832	3493	237	50105	2612	0
20	0	0	9	0	1036	0	6	63	63	63	403	11290	2638	169	13657	1658	1
19	0	0	7	0	1018	0	6	231	1007	513	151	268284	5134	258	5113	2270	1
21	0	0	1	0	1000	0	6	124	906	500	52	268284	3746	227	3840	1172	0
11	0	0	9	1	969	0	6	237	7052	1635	554	268284	11315	209	52816	3021	1
13	0	0	4	0	954	0	6	395	395	395	218	5968	1398	316	2513	1074	0
24	0	0	1	0	942	0	6	367	618	487	518	6444	2464	358	1519	745	0
16	0	1	4	0	1353	0	5	390	2802	1119	52	51074	1959	353	6605	1675	0
11	0	0	1	0	1334	0	5	164	1581	669	272	10893	2510	272	2731	799	0
8	0	0	1	0	1312	1	5	417	8882	1966	418	20383	5898	418	20383	5898	1
16	0	1	4	0	1295	0	5	1145	1323	1234	152	51074	2390	875	2764	1791	0
3	0	0	1	0	1270	1	5	298	40260	4364	298	40260	4364	298	40260	4364	1
18	1	0	1	0	1250	1	5	351	5663	2305	599	24246	5568	2482	3246	2864	1
10	0	0	1	0	1224	1	5	283	7888	1804	283	7888	1804	283	7888	1804	1
22	0	0	1	0	1216	0	5	305	1506	656	113	268284	3615	441	6322	1858	0
13	0	0	4	0	1192	0	5	339	5328	1302	248	5550	1503	248	5550	1503	0
20	0	0	1	0	1163	0	5	283	448	404	1751	1751	1751	643	643	643	0
19	0	0	1	0	1135	0	5	92	7449	1018	295	18440	3507	390	13612	2291	0
16	0	0	9	0	1113	0	5	286	362	324	306	40832	3493	110	11708	1204	0
21	0	0	1	0	1082	1	5	152	4246	754	142	50105	2358	248	6724	1795	0
20	0	0	6	0	1059	0	5	617	617	617	292	40832	8643	780	3170	1895	1
22	0	0	1	0	1407	0	3	443	443	443	441	10921	2656	229	10534	1770	0
15	0	1	0	0	1373	0	3	155	4791	914	304	15900	3360	757	10484	3122	1
27	1	0	1	0	1348	1	3	226	2855	872	272	29363	5167	1728	5498	2929	1
13	0	0	9	0	1336	1	3	596	596	596	280	48620	3789	341	2802	984	0
11	0	0	9	0	1312	0	3	218	3099	1129	201	25100	2495	497	10039	2323	0
16	0	0	2	0	1287	0	3	321	8851	2093	1265	19327	8502	385	40260	5691	1
25	0	0	9	0	1267	0	3	275	275	275	200	24246	2830	52	6752	1383	0
19	0	1	0	0	1246	0	3	208	5244	930	1190	8228	4709	232	18367	2581	1
17	0	0	9	0	1224	0	3	306	831	568	306	15155	2735	267	36410	2191	0
11	0	0	9	0	1195	1	3	200	12888	2728	486	24246	5897	2846	6766	4265	1
21	0	0	9	0	1177	0	3	408	1311	826	414	28968	3530	477	4719	2305	0
20	0	0	1	0	1160	0	3	667	667	667	530	16758	5242	492	9337	2150	0
19	0	0	9	0	1111	0	3	63	2320	484	284	31164	4041	184	13156	1994	0
18	0	0	9	0	1087	1	3	267	10258	3277	5249	18440	11844	151	268284	5134	1
17	0	0	9	0	513	0	3	154	10149	1011	398	140765	6596	1196	2646	1657	1
15	1	0	9	0	484	1	3	1205	1205	1205	1205	8882	4014	712	16466	2987	1
16	0	0	9	0	463	0	3	615	615	615	125	35427	2844	283	7888	1804	1
6	0	0	9	0	441	1	3	1019	3251	2135	3251	3251	3251	3251	3251	3251	1
15	0	0	1	0	417	1	3	142	268284	3428	1530	7601	4565	1530	7601	4565	1
14	0	0	2	0	393	1	3	256	1135	695	151	268284	5134	256	4931	1417	0
20	1	0	0	0	205	1	3	164	5503	1058	106	268284	4215	247	14234	2302	0
22	1	0	0	0	203	1	3	302	302	302	172	15374	2501	106	100712	1955	0
9	0	1	0	0	1437	0	2	390	6444	1988	390	6444	1988	390	6444	1988	0
10	0	1	0	0	1419	0	2	63	28968	1946	279	15961	2198	279	15961	2198	0
22	0	0	9	0	1412	0	2	271	3719	1658	1728	5498	2929	456	5635	2076	1
19	0	0	2	0	1362	0	2	2040	2251	2145	712	140765	15535	824	11991	3405	1
21	1	0	0	0	1354	1	2	1135	1135	1135	272	29363	5167	242	3893	2067	0
21	1	0	0	0	1319	1	2	1135	1135	1135	272	29363	5167	242	3893	2067	0
12	0	0	9	0	534	1	2	340	4338	2039	644	14112	6687	2496	2496	2496	1
28	0	0	9	0	499	0	2	801	801	801	608	7436	4022	352	24931	3168	1
18	0	0	9	0	471	0	2	286	724	456	427	10389	2226	358	2022	1118	1
13	1	0	1	0	424	1	2	281	281	281	201	63557	3305	249	7146	1170	1
7	1	0	9	0	420	1	2	3429	28785	9822	3429	28785	9822	3429	28785	9822	1
15	0	0	4	0	1422	0	1	327	2425	1015	294	34265	11747	663	11686	3073	0
22	0	0	1	0	1395	0	1	275	2636	1047	854	19327	4262	155	13156	2195	1
14	0	0	9	0	1373	0	1	298	776	530	626	10268	5447	63	35427	2107	1
26	0	0	1	0	1348	0	1	268	268	268	4622	4622	4622	336	10921	3021	1
16	0	0	9	0	1326	0	1	296	705	500	296	25687	3260	292	6489	1790	0
11	0	0	1	1	1303	0	1	948	1546	1190	298	40260	4364	178	34265	3647	1
18	1	0	4	0	1267	1	1	163	3432	1024	178	34265	3647	2936	2936	2936	0
22	0	0	1	1	1239	0	1	306	1437	730	712	140765	15535	1202	4534	2868	1
23	0	0	1	0	680	0	1	412	412	412	1562	18367	7532	187	28968	2160	0
10	0	0	1	0	668	0	1	175	175	175	160	24246	2781	131	5498	1310	0
15	0	0	1	0	658	0	1	212	3971	1080	222	24246	2739	52	51074	1959	0
19	0	0	1	0	643	0	1	146	146	146	146	27756	2751	146	2816	1106	0
20	0	0	1	0	631	0	1	150	150	150	2935	4659	3797	665	956	810	0
8	0	0	1	0	610	0	1	63	13156	1541	146	15009	1764	146	15009	1764	0
20	0	0	1	0	601	0	1	146	469	235	106	63557	1800	146	2794	595	0
17	0	0	9	0	581	0	1	337	3900	1263	244	29363	3281	416	2012	1282	0
5	0	0	9	0	555	1	1	836	3002	1919	5134	5134	5134	5134	5134	5134	1
20	0	0	2	0	540	0	1	294	294	294	294	8307	2194	216	8307	1358	0
10	0	0	9	0	519	1	1	156	10534	1595	557	24642	5104	962	12421	4043	1
13	0	0	9	0	485	1	1	793	793	793	367	13840	3464	586	2822	1297	1
20	0	0	9	0	460	0	1	439	2118	1136	1945	1945	1945	462	3639	1835	1
7	1	0	9	0	440	1	1	962	12421	4043	5186	5186	5186	557	24642	5104	1
17	0	0	9	0	421	1	1	1629	1629	1629	5134	5134	5134	196	25376	2542	1
24	0	0	9	0	699	1	0	1090	1090	1090	231	12888	2156	193	13467	1604	0
15	0	0	2	0	677	0	0	314	26148	2996	1026	13467	4529	194	9821	3423	1
4	0	0	1	0	647	1	0	1914	2934	2424	1914	2934	2424	1914	2934	2424	1
19	0	0	2	0	592	0	0	487	1997	764	294	12664	3721	124	17969	1442	0
9	0	0	9	0	543	1	0	438	1012	725	205	18367	3322	635	6819	2115	1
14	0	0	6	0	512	1	0	154	3776	1082	336	8703	2463	1865	1865	1865	1
15	0	0	4	0	494	1	0	232	40893	3407	1518	14112	5965	1518	14112	5491	1
27	0	0	1	0	463	0	0	143	4208	1017	1418	6560	3989	272	12289	2018	1
6	0	0	4	0	441	1	0	316	19435	6669	316	19435	6669	316	19435	6669	1
11	1	0	9	0	419	1	0	2940	2940	2940	6501	6501	6501	163	268284	3395	1
16	0	0	6	0	1431	0	6	670	1041	798	334	11999	3830	216	13467	1394	0
11	0	0	1	0	1415	0	6	413	3172	1489	178	34265	3647	468	6431	1970	0
5	0	0	4	0	440	1	6	316	19435	6669	7449	7449	7449	7449	7449	7449	1
9	0	0	1	0	420	1	6	147	37189	2347	313	31164	4421	196	25376	2542	1
10	0	0	9	0	1416	0	5	662	662	662	390	13443	2792	662	4048	2355	0
16	0	0	4	0	1411	0	5	306	1437	730	200	26148	3014	412	5388	2152	1
13	0	0	4	0	1400	0	5	1145	4883	2200	311	140765	8153	311	140765	8153	1
13	0	0	6	0	1381	0	5	361	2321	1068	1119	3618	2191	1162	2576	1869	0
11	0	0	4	0	1367	0	5	196	5489	1152	163	17898	2842	147	12177	1659	0
18	0	0	6	0	1336	1	5	163	3432	1024	341	13422	3085	391	5544	1656	0
27	1	0	2	0	1326	1	5	164	1137	539	620	65209	9244	1936	1936	1936	1
18	0	1	0	0	1303	0	5	178	18916	1264	5875	5875	5875	293	11206	4674	1
26	0	0	9	0	1286	1	5	744	744	744	2376	12048	7049	187	28968	2160	0
15	0	0	4	0	1263	0	5	803	836	819	1170	9437	4435	305	9727	2121	1
16	0	0	0	0	1239	0	5	1635	1635	1635	1582	10016	4411	602	36410	3684	1
14	0	0	9	0	585	1	4	880	880	880	462	268284	9700	352	13467	2756	0
13	0	0	9	0	555	1	4	1170	7180	2652	625	65209	10476	188	268284	5169	1
15	0	0	9	0	527	0	4	364	1956	911	237	50105	2612	405	6423	1853	1
19	0	0	9	0	503	1	4	194	6484	995	306	40832	3493	208	8302	1869	1
14	0	0	1	0	483	1	4	271	1381	771	273	35427	3808	292	29363	2981	0
10	0	0	1	0	466	1	4	626	2935	1452	154	63557	3107	125	35427	2844	1
12	0	0	9	0	442	1	4	499	1225	862	455	27200	3601	154	18367	2459	1
6	1	0	1	0	420	1	4	90	65209	3080	164	16466	4015	164	16466	4015	1
15	0	1	0	0	1422	0	3	180	6568	1033	724	14986	4671	200	24246	2830	0
9	0	0	9	0	1398	0	3	632	632	632	637	6951	2452	858	1204	1031	0
22	0	0	1	0	1388	0	3	169	7582	1185	340	19435	2641	164	15961	1565	0
12	0	0	5	0	1368	0	3	263	4452	1262	52	50105	4380	201	5421	1358	1
15	0	0	9	0	1343	0	3	778	778	778	252	34170	3989	3232	3244	3238	0
16	0	0	1	0	1324	0	3	211	2662	987	237	50105	2612	152	65209	2353	0
23	0	0	4	0	634	0	3	1101	1101	1101	52	268284	3746	350	15074	1806	1
15	1	0	1	0	610	1	3	491	491	491	615	26148	4067	294	5186	1727	0
17	0	0	1	0	584	1	3	1702	2326	2014	385	40260	5691	208	23474	3333	1
16	0	0	6	0	563	0	3	237	21436	2161	664	33997	5819	2687	7575	5131	1
16	0	0	1	0	531	0	3	412	1027	750	405	6423	1853	155	4048	1342	1
14	0	0	9	0	508	1	3	142	268284	3428	1335	140765	16123	427	50971	9254	1
18	0	0	1	0	444	1	3	518	1379	948	427	22500	4657	651	6857	2529	1
18	0	0	9	0	419	0	3	765	773	769	90	268284	5747	283	7888	1804	1
12	0	0	4	0	1438	0	2	247	352	299	1564	8463	4382	358	10039	2400	1
9	0	0	9	0	1400	1	2	695	953	824	622	1406	1014	622	1406	1014	1
23	0	0	4	0	1374	0	2	163	3432	1024	385	10266	2756	236	8519	1830	1
21	0	0	0	1	1349	0	2	310	950	650	517	36410	4112	52	21436	1339	0
19	0	1	0	0	1319	0	2	92	7449	1018	295	18440	3507	441	10921	2656	0
16	0	0	1	0	486	0	2	648	1525	1097	200	12888	2728	52	26198	1943	0
14	0	0	9	0	466	0	2	337	2498	1230	2498	2498	2498	201	25100	2495	1
12	0	0	2	0	419	1	2	193	13467	1604	6509	6509	6509	3802	6509	5155	1
24	0	0	9	0	1423	1	1	546	2822	1653	409	34265	7415	196	11355	2055	1
15	0	0	1	0	1395	0	1	373	2063	1160	329	28968	5231	298	24642	4469	1
21	0	0	9	1	1351	0	1	541	1196	701	237	10607	2576	160	5369	1246	1
17	0	0	9	1	1319	0	1	389	3903	1333	766	12438	5262	1128	13443	3970	0
11	0	0	1	0	1290	0	1	237	50105	2612	223	18367	2817	223	18367	2817	1
9	0	0	4	0	1265	1	1	922	922	922	624	4825	2237	922	922	922	0
24	1	0	1	0	1227	1	1	269	1130	632	147	37189	2251	545	1979	1209	0
6	0	0	9	0	1198	1	1	4652	7656	6154	4652	7656	6154	4652	7656	6154	1
17	0	0	9	0	1170	0	1	289	968	597	178	34265	3647	169	13657	1658	1
14	0	0	9	0	1118	0	1	309	309	309	1390	2485	1937	197	14665	1468	1
22	0	0	5	1	1401	0	0	247	14234	2302	1103	10389	3466	1305	4987	3144	0
13	0	0	9	0	1381	0	0	369	369	369	211	40260	4603	292	16396	3417	1
28	0	0	2	0	1358	0	0	880	880	880	7293	7293	7293	373	7293	2332	1
8	0	0	1	0	1348	0	0	270	3454	793	244	19327	1387	187	7154	1149	0
18	0	1	9	0	1319	0	0	460	6808	1595	284	40832	8458	266	14946	3451	1
19	0	0	1	0	1295	0	0	200	410	305	236	140765	6639	110	36410	1477	0
18	0	0	4	0	1234	0	0	929	929	929	330	14938	3416	124	15074	1663	0
21	0	0	6	0	1205	0	0	124	1386	641	499	12726	4815	1386	1386	1386	0
11	0	0	5	0	1174	0	0	1410	1410	1410	1520	2493	2006	1491	1491	1491	1
20	0	0	9	0	1151	0	0	453	2870	1107	385	40260	5691	449	16527	2575	1
17	0	0	2	0	1123	0	0	237	1096	628	319	17453	2613	172	17453	2076	0
29	0	0	6	0	1085	0	0	588	588	588	6697	6697	6697	298	40260	4364	1
18	0	0	9	0	1055	1	0	194	1448	584	294	5186	1727	151	5714	940	0
17	0	0	6	0	1038	0	0	391	929	660	1603	7832	3732	413	9356	1945	0
13	0	0	2	0	1006	0	0	268	268	268	297	27200	5687	124	21036	1639	0
24	0	0	9	0	1419	0	6	252	3971	792	7153	7153	7153	419	6242	2003	0
10	0	0	1	0	1395	1	6	339	339	339	332	18440	2720	237	18367	1640	1
14	0	0	1	0	1377	0	6	387	478	432	361	8302	3033	147	1780	701	0
16	0	0	1	0	1368	0	6	143	8307	965	632	6708	3670	63	35427	2107	0
19	0	1	2	0	1342	0	6	218	328	273	385	12726	3410	143	4208	1017	0
18	0	0	9	0	1321	0	6	218	7847	1207	52	268284	3746	1014	4611	2564	0
18	1	0	9	0	1296	1	6	618	2388	1299	724	14986	4671	206	17898	2212	1
19	0	1	2	0	1270	0	6	263	1700	1051	393	18440	4303	1978	1978	1978	1
9	0	0	9	0	1238	0	6	438	1845	1048	1144	5968	3556	287	5839	1412	0
22	0	0	2	0	1210	0	6	424	1330	785	278	25687	2600	187	34265	1932	0
19	0	0	9	0	1183	0	6	417	860	621	2911	2911	2911	448	2911	1251	1
20	0	0	6	0	1160	0	6	1094	1099	1096	232	52816	5997	151	33262	2527	0
15	0	0	2	0	1128	0	6	559	824	691	187	34265	1932	270	1780	855	0
18	0	0	2	0	1098	0	6	1122	1122	1122	201	10565	1843	1358	1358	1358	0
11	0	0	9	0	1075	0	6	622	2908	1507	622	5635	2325	275	11585	2224	0
7	0	0	9	0	1399	0	5	237	18367	1640	255	24642	2721	462	9480	2166	1
17	0	0	9	0	1377	0	5	462	9480	2166	1160	12289	3333	805	5857	2591	1
9	0	0	6	0	1357	0	5	708	2400	1585	2089	13156	5638	2089	13156	5638	1
11	0	0	6	0	1347	1	5	306	9529	2051	242	140765	3975	2768	2768	2768	0
14	0	0	2	0	1328	0	5	126	5132	1225	125	104171	2396	1604	1604	1604	0
14	0	0	2	0	1309	0	5	142	268284	3428	2469	22500	8786	286	40260	5546	1
23	0	0	9	0	1277	0	5	247	1039	664	987	63557	12225	620	2720	1642	1
12	0	0	9	0	1256	0	5	1201	1201	1201	52	268284	3746	190	6495	2459	0
23	0	0	9	0	1226	0	5	308	2258	953	663	37189	7001	396	5132	2627	1
15	0	0	9	0	1205	0	5	223	2648	938	423	6752	2326	1477	2648	2062	0
22	0	0	1	0	1182	0	5	374	2206	1035	209	65209	3411	244	15900	1692	0
18	0	0	9	0	1154	0	5	487	1997	764	237	50105	2612	195	17898	1400	1
15	0	0	6	0	1128	0	5	369	6628	2693	1046	37189	8301	390	13443	2792	1
9	0	0	6	0	1108	1	5	291	8307	1481	52	268284	3746	52	268284	3746	0
17	0	0	9	0	1079	0	5	52	7052	978	1245	36410	7002	296	28785	2260	1
15	0	0	1	0	1389	0	4	2708	3429	3068	1660	11355	6373	396	9017	3982	1
11	0	0	6	0	1379	1	4	306	9529	2051	242	140765	3975	2768	2768	2768	0
7	0	0	9	0	1356	0	4	622	622	622	622	622	622	622	622	622	0
13	0	0	2	0	1333	0	4	396	5132	2627	284	40832	8458	851	27756	5504	1
16	0	0	6	1	1312	0	4	249	26335	2100	2067	9897	6047	343	10819	3874	1
19	0	0	0	1	1292	0	4	231	3049	899	540	8778	3311	264	3049	1342	1
19	0	0	0	1	1275	0	4	294	294	294	1181	7368	3652	248	40832	2001	1
24	0	0	4	0	1262	0	4	470	470	470	174	35427	3668	370	1669	774	0
15	0	0	2	0	1241	0	4	194	6965	1182	2074	34265	12460	154	63557	3107	1
24	0	0	1	1	1209	0	4	311	7708	1643	379	35427	6798	197	17742	1995	1
8	1	0	6	0	1195	1	4	505	632	568	505	632	568	505	632	568	0
26	0	0	1	0	1178	0	4	191	774	522	143	16758	2792	263	7052	1186	0
20	0	0	1	0	1164	0	4	294	294	294	385	17969	3684	2027	2169	2098	1
22	0	0	2	1	1124	0	4	731	4077	2404	286	37189	4179	2794	2794	2794	1
28	0	0	4	0	1102	0	4	373	373	373	373	18367	4196	2292	2292	2292	0
21	0	0	2	0	559	0	3	304	3871	829	3053	17869	10461	591	1751	1171	0
10	0	0	4	0	527	1	3	131	2837	684	641	18348	6597	283	29363	3883	0
16	0	0	9	0	490	1	3	152	3940	1014	409	34265	7415	283	7888	1804	1
14	0	0	9	0	470	1	3	449	16527	2575	7854	9186	8520	292	16396	3417	1
6	1	0	4	0	445	1	3	126	7630	2228	126	7630	2228	126	7630	2228	1
12	0	0	9	0	417	1	3	686	5436	2288	208	104171	3630	152	35427	3485	1
20	0	1	0	0	1430	0	2	1221	1406	1313	742	6242	2228	742	6242	2228	1
12	0	0	4	0	1406	0	2	163	3432	1024	1274	6181	3920	178	34265	3647	1
18	0	0	9	0	1378	0	2	476	3396	1386	113	268284	3615	232	18367	2581	1
16	0	0	9	0	1359	1	2	311	9702	1840	8778	8778	8778	284	40832	8458	1
17	0	0	9	0	1323	0	2	302	1278	656	198	140765	5615	449	16527	2575	0
3	0	0	9	1	1298	0	2	298	40260	4364	298	40260	4364	298	40260	4364	0
16	0	0	1	0	1264	0	2	169	11785	1792	2396	13443	5224	960	4468	2714	1
18	0	0	4	0	1244	0	2	163	3432	1024	272	65209	6665	223	12177	2076	0
16	0	0	9	1	1218	0	2	262	3855	1535	244	104171	4721	223	12177	2076	1
19	0	0	2	0	469	0	2	294	294	294	492	24246	6908	1122	7368	3404	1
