标题长度	链接	视频	图片	艾特	时间	话题	星期	min_min 	min_max	min_mean	max_min	max_max	max_mean	mean_min	mean_max	mean_mean	popular
10	0	0	9	0	1256	1	4	278	8573	1491	462	268284	9700	261	8804	1720	0
17	1	0	9	0	1244	1	4	304	479	391	304	15900	3360	152	51074	2390	1
9	0	0	9	0	1230	1	4	257	5353	1271	143	26335	2234	233	12868	2009	0
17	1	0	9	0	1215	1	4	295	1844	624	311	140765	8153	147	37189	2251	0
17	0	0	9	0	1193	1	4	295	1844	624	298	40260	4364	223	15900	1958	1
13	0	0	9	1	1174	0	4	347	919	635	200	11685	1688	758	2118	1438	1
13	0	0	9	0	1145	1	4	340	865	602	188	268284	5169	1011	2079	1407	1
23	0	0	2	0	1114	0	4	880	2524	1706	763	16527	6304	380	11290	3503	1
15	0	1	6	0	1092	0	4	236	26148	3698	236	26148	3698	236	26148	3698	1
10	0	0	9	0	1072	0	4	310	27756	5997	2490	26335	9950	286	63557	8288	1
12	0	0	4	0	1034	0	4	314	314	314	400	12915	2504	223	12177	2076	1
15	0	0	0	0	1012	0	4	678	1167	922	527	6531	2322	1167	1167	1167	1
11	0	0	9	0	988	0	4	169	3696	807	517	36410	4112	208	37189	1706	1
10	0	0	6	0	963	0	4	233	12868	2009	444	16758	5016	142	268284	3428	1
16	0	0	1	0	1367	0	2	212	3971	1080	196	69182	3499	824	2187	1707	1
9	0	0	9	0	1330	0	2	400	2844	1228	2023	11336	7791	280	6736	1753	1
15	0	0	1	0	1313	0	2	233	5373	1212	151	268284	5134	125	35427	2844	0
15	0	0	1	0	1290	0	2	1475	1475	1475	1475	10049	6233	302	19435	3376	1
11	0	0	9	0	1272	0	2	865	1595	1230	1011	2620	1594	874	1595	1263	1
14	0	0	8	0	1254	0	2	200	3162	1681	142	268284	3428	142	268284	3428	1
14	0	0	2	0	1233	0	2	559	656	607	401	8948	3583	2125	2183	2154	1
16	0	0	9	0	1211	0	2	1396	1396	1396	35427	35427	35427	52	268284	3746	1
16	0	1	9	0	1190	0	2	265	2822	805	438	19461	4437	253	12915	3218	0
20	0	0	1	0	1180	0	2	420	420	420	155	268284	2710	979	1445	1212	0
18	0	0	9	0	1163	1	2	585	585	585	106	268284	4215	1346	1346	1346	1
18	0	0	2	0	1149	0	2	113	23474	1571	304	15900	3360	773	4659	2133	0
11	0	0	1	0	1126	0	2	754	12814	4276	329	28968	5231	329	28968	5231	1
13	0	0	9	0	1100	0	2	218	7847	1207	283	63557	6090	424	12726	1943	1
21	0	0	9	0	1071	0	2	341	929	601	292	40832	8643	292	40832	8643	1
7	0	1	6	0	1411	0	0	880	2524	1706	1317	3709	2276	1317	3709	2276	1
16	0	0	9	0	1388	1	0	170	14130	1120	187	26335	2439	905	6703	1829	1
9	1	0	0	0	1370	1	0	1318	1701	1509	314	13156	2273	417	8882	1966	1
16	0	0	9	0	1343	0	0	247	1288	767	90	268284	5747	505	14938	3603	1
8	0	0	1	0	1321	1	0	2041	5244	3722	5244	5244	5244	5244	5244	5244	1
14	0	0	1	0	1305	0	0	555	555	555	90	34173	2994	206	17898	2212	0
16	0	0	1	0	1301	0	0	200	11685	1688	1564	8463	4382	206	6526	3667	1
12	0	0	5	0	1279	0	0	279	5182	1236	638	50105	6588	454	5182	1694	1
15	1	0	9	0	1257	1	0	587	2996	1438	454	5182	1694	454	5182	1694	1
12	0	0	1	0	1238	0	0	270	3454	793	140	48620	2448	212	8804	1081	0
13	0	0	9	0	1222	0	0	198	140765	5615	427	50971	9254	338	65209	7828	1
20	0	0	5	0	1201	0	0	441	441	441	314	23115	3937	1817	5217	3334	1
11	0	0	1	0	1176	1	0	340	3051	802	302	8804	1761	215	3454	967	1
11	0	0	9	0	1157	1	0	765	765	765	309	11759	1932	309	11759	1932	0
21	1	0	9	0	1410	1	1	124	2635	668	278	25687	2600	294	3937	1304	0
15	1	0	9	0	1371	1	1	226	2855	872	178	48620	3101	294	3565	1545	0
16	0	1	0	0	1341	0	1	286	286	286	4905	11484	7262	226	11484	3064	0
18	0	0	1	0	1310	0	1	110	11708	1204	316	9821	2262	113	5272	1349	1
10	0	0	1	0	1280	0	1	195	7575	1431	346	17239	5477	855	5533	2508	1
12	0	0	9	0	1252	0	1	172	11708	1234	163	268284	3395	295	10149	3152	0
14	0	0	9	1	1216	0	1	124	3442	1208	293	11206	4674	317	15074	2877	1
16	0	0	2	0	1190	0	1	413	413	413	3539	3663	3601	134	11708	1820	1
16	0	0	2	0	1165	0	1	661	661	661	113	268284	3615	1167	1583	1370	0
14	0	0	9	0	1138	0	1	763	763	763	763	16527	6304	353	33262	6090	0
13	1	0	1	0	1114	1	1	249	2524	541	180	16527	1900	266	11179	1437	0
12	0	0	1	0	1086	1	1	283	448	404	263	268284	6015	283	6574	1127	0
20	0	0	1	0	1056	0	1	604	604	604	4109	4109	4109	604	1986	1295	0
17	0	0	6	0	1022	0	1	445	3750	1320	1578	12421	4990	824	11991	3405	1
20	0	0	6	0	992	0	1	498	2911	1282	292	18440	5604	642	11199	3911	1
7	0	0	9	0	1168	0	0	1313	5293	3303	1313	5293	3303	1313	5293	3303	1
15	0	0	1	0	1145	1	0	242	9761	1394	380	23390	3864	226	23390	3762	0
13	1	0	1	0	1124	1	0	249	2524	541	281	21036	2524	266	11179	1437	0
4	0	0	9	0	1113	1	0	1376	1376	1376	1376	1376	1376	1376	1376	1376	1
16	0	0	9	0	1086	1	0	894	1450	1080	113	268284	3615	432	2822	1567	1
19	0	0	1	0	1064	0	0	239	988	613	271	140765	5475	187	26335	2439	0
18	0	1	0	0	1041	0	0	420	845	571	2425	8573	5125	292	29363	2981	1
18	0	0	9	0	996	0	0	218	3099	1129	306	40832	3493	212	19461	2289	1
21	0	0	9	0	972	1	0	305	3352	1184	266	18839	5240	1206	2468	1837	1
15	0	0	2	0	921	0	0	380	23390	3864	5113	5113	5113	5113	5113	5113	1
18	0	1	0	0	882	0	0	757	1601	1304	340	34170	5262	201	10569	3723	1
21	0	0	9	1	827	0	0	1378	4521	1854	198	140765	5615	1540	7758	3786	1
21	0	0	6	0	794	0	0	975	975	975	975	13566	7270	632	11759	2290	0
23	0	0	9	0	977	1	6	147	2054	632	249	17898	1869	143	15900	1197	0
15	0	0	9	0	941	0	6	366	2061	1370	515	26148	5030	1072	6385	2463	1
35	0	0	9	0	918	0	6	52	909	540	430	18367	6568	150	4829	1280	0
18	0	0	1	0	888	0	6	1396	4171	2783	380	23390	3864	233	28968	2857	1
21	0	0	4	0	863	0	6	63	1503	783	329	34265	3570	2617	2617	2617	1
16	0	0	4	0	833	0	6	822	4151	1835	1473	16396	5888	292	29363	2981	1
21	0	0	9	0	806	1	6	419	419	419	468	27200	5184	588	2861	1738	0
10	0	0	1	0	783	0	6	131	6470	1003	209	140765	5085	189	8885	1560	0
11	1	0	1	0	765	1	6	244	15155	1653	52	50105	4380	247	14234	2302	0
19	0	0	6	0	738	0	6	324	29363	3065	752	268284	25728	427	50971	9254	1
22	0	0	1	0	723	0	6	488	2189	1164	52	28968	3156	52	12664	1646	1
13	0	0	9	0	693	1	6	314	12664	2254	2039	26198	9244	200	24246	2830	1
20	0	0	9	0	667	0	6	405	6423	1853	6423	6423	6423	267	26148	2572	1
19	0	0	6	0	642	0	6	520	520	520	201	63557	3305	1713	3532	2622	1
27	0	1	9	0	621	0	6	419	419	419	446	10059	5252	373	7175	1788	1
11	0	0	6	0	897	0	5	265	26247	2777	379	35427	6798	316	19435	6669	1
22	0	0	4	0	873	0	5	218	6951	1118	6951	6951	6951	964	15155	6384	1
18	1	0	4	0	854	1	5	311	2231	1033	164	20349	3533	500	5635	1675	0
12	0	0	1	0	815	0	5	1938	1938	1938	2934	2934	2934	1072	4217	2644	1
18	0	0	2	0	786	0	5	799	1426	1112	237	36410	3415	248	18440	1918	1
19	0	0	1	0	750	0	5	470	537	503	233	268284	5576	63	8851	1385	0
12	0	0	1	0	721	1	5	1979	1979	1979	837	5498	2904	527	6531	2322	1
13	0	0	2	0	698	1	5	414	28968	3530	648	24642	7018	648	24642	7018	1
21	0	0	2	0	673	0	5	113	1361	650	201	63557	3080	110	11708	1204	1
22	0	0	6	0	646	0	5	243	3590	820	216	23474	5541	113	23474	1571	0
34	0	0	5	0	640	0	5	331	548	442	209	65209	3411	498	2153	1092	0
16	0	0	1	0	608	0	5	190	843	470	142	268284	3428	159	4338	814	0
24	0	0	1	0	580	0	5	290	6200	1023	1527	3571	2637	622	3541	1652	1
14	1	0	9	0	547	0	5	662	4397	1880	405	104171	5986	352	13467	2756	0
20	0	0	1	0	535	0	5	190	663	384	190	7052	2118	125	15074	1411	0
25	0	0	4	0	685	0	4	396	5293	1326	2074	34265	12460	218	33997	4338	1
12	0	0	1	0	665	0	4	362	905	536	462	6206	2077	197	6489	1786	0
21	0	0	1	0	651	0	4	164	845	504	263	268284	6015	63	28968	1946	1
19	0	0	1	0	625	0	4	289	604	446	1211	5159	3432	142	31164	1605	0
16	0	0	9	0	591	0	4	52	268284	3746	8519	8519	8519	2522	11199	8207	1
24	0	0	1	0	556	0	4	164	1581	669	396	13379	2312	159	4139	822	0
16	0	0	9	0	535	1	4	152	3940	1014	248	40832	2001	256	7573	1709	1
15	1	0	4	0	506	1	4	547	1574	970	412	9677	3414	2764	2764	2764	1
19	0	0	0	0	480	0	4	201	7601	1228	222	24246	2739	847	3920	2383	0
23	0	0	9	0	460	0	4	193	13467	1604	1440	26247	6780	90	140765	2971	1
7	1	0	2	0	440	1	4	1128	3462	2162	292	29363	2981	292	29363	2981	1
16	0	0	9	0	420	1	4	152	3940	1014	409	34265	7415	283	7888	1804	1
8	0	0	9	0	1403	1	3	1283	1283	1283	1475	1476	1475	1475	1476	1475	1
15	0	0	1	0	1366	0	3	627	4020	2323	2378	4234	3306	2378	2378	2378	1
17	0	0	9	0	1340	0	3	418	560	489	1377	6509	3943	695	6200	2373	1
9	1	0	6	0	440	1	3	337	2690	1406	1092	7656	2952	193	13467	1604	1
11	0	0	9	0	420	1	3	570	3661	1744	187	34170	7459	187	34170	7459	1
8	0	0	9	0	1420	1	2	454	1767	1042	454	5182	1694	736	1767	1136	1
17	0	0	2	0	1403	0	2	921	921	921	188	26335	4244	383	7989	2411	0
12	0	1	0	0	1370	0	2	706	706	706	379	35427	6798	163	17898	1772	0
15	0	0	1	0	1349	0	2	154	642	408	249	5364	1899	146	2816	1106	0
23	0	0	6	0	1323	0	2	788	788	788	113	268284	3615	248	40832	2001	0
19	0	0	6	0	1288	0	2	563	1321	942	522	11991	3248	692	2253	1687	1
17	0	0	9	0	1257	1	2	1187	2202	1752	125	104171	2396	417	5968	1999	1
18	0	0	1	0	1228	0	2	218	1146	646	125	104171	2396	302	3563	1088	0
24	0	0	2	0	1206	0	2	124	906	500	212	37189	2970	172	40893	2183	0
9	0	0	2	0	1169	0	2	1170	5663	3466	223	15812	3584	223	15812	3584	1
17	0	0	1	0	1153	0	2	237	1096	628	2448	18348	10398	325	4538	1776	0
13	1	0	1	0	1128	1	2	249	2524	541	274	35427	2476	266	11179	1437	0
21	0	0	9	0	1256	0	1	860	1595	1227	3910	3910	3910	641	9337	3612	0
30	0	0	2	0	1220	1	1	256	13057	1757	346	23474	5284	154	17742	2974	0
12	0	0	9	0	1191	0	1	1432	1432	1432	248	14188	2949	237	50105	2612	1
15	0	1	0	0	1159	0	1	233	12868	2009	444	16758	5016	2643	2643	2643	1
13	1	0	1	0	1123	1	1	249	2524	541	266	11179	1437	193	7308	1330	0
13	0	1	6	0	1100	0	1	819	819	819	52	50105	4380	1097	6607	2463	1
9	0	0	2	0	1073	1	1	659	2749	1401	659	2749	1401	659	2749	1401	0
21	0	0	2	0	1043	1	1	413	1625	1129	1064	6257	2552	1064	6257	2552	1
18	0	0	9	0	1017	0	1	200	24246	2830	2631	12421	7526	962	12421	4043	1
14	0	0	6	0	994	1	1	840	1513	1176	742	6242	2228	742	6242	2228	0
31	0	0	9	0	970	0	1	618	3686	2068	7601	7601	7601	713	5821	3824	1
14	0	0	1	0	946	0	1	237	1096	628	52	268284	3746	401	3539	1393	0
21	0	0	1	0	913	0	1	190	663	384	317	31164	3691	211	1572	659	0
11	0	0	4	0	894	1	1	1680	3709	2717	262	35427	4729	160	21036	3836	0
7	0	0	9	0	868	1	1	494	2749	1368	305	17411	4800	1196	2646	1657	0
24	0	0	1	0	862	0	6	65	8482	894	378	21036	2122	200	11685	1688	1
14	0	0	2	0	825	0	6	242	35427	2853	1188	29363	7051	151	268284	5134	1
20	0	0	9	0	791	0	6	742	2013	1316	456	36410	5082	2169	2169	2169	1
17	0	0	4	0	755	0	6	706	2875	1386	2875	2875	2875	218	25100	2292	1
17	0	0	4	0	717	0	6	413	413	413	632	6951	2382	443	3933	1319	0
23	0	0	1	0	698	0	6	190	1946	754	113	268284	3615	154	3776	1082	0
13	0	0	1	0	664	1	6	63	28968	1946	90	268284	5747	341	13422	3085	1
24	0	0	9	0	653	0	6	308	2258	953	6540	6540	6540	328	5204	2766	0
10	0	0	2	0	634	0	6	428	428	214	567	5863	1711	462	567	514	0
20	0	0	2	0	617	0	6	190	663	384	106	268284	4215	292	6245	1621	1
12	0	0	9	0	593	0	6	261	9529	1605	272	65209	6665	275	11585	2224	1
16	0	1	0	0	566	0	6	1037	1037	1037	449	31164	4856	216	20725	3127	0
28	0	0	9	0	538	0	6	321	1235	830	304	10039	1884	216	8307	1358	0
16	0	0	2	0	508	0	6	891	891	891	891	2749	1514	659	2749	1401	1
19	0	0	0	0	482	0	6	201	7601	1228	200	24246	2830	222	24246	2739	1
34	0	0	2	0	787	1	5	249	2524	541	17411	17411	17411	283	9397	1928	1
21	0	0	9	0	758	0	5	232	6495	1402	2173	5563	3868	90	34173	2994	1
29	0	0	2	0	728	1	5	281	5714	996	1454	8703	5618	2023	2023	2023	0
18	0	0	0	0	723	1	5	249	2524	541	509	16827	2306	466	2721	1379	0
11	0	0	0	0	697	1	5	281	5714	996	1454	8703	5618	52	51074	1959	0
10	0	0	1	0	676	1	5	262	4098	1021	106	100712	1955	65	17411	1466	1
13	0	0	1	0	663	1	5	201	7601	1228	1036	35427	7706	707	3709	1952	0
17	0	0	1	0	660	1	5	247	352	299	281	29363	5508	106	100712	1955	0
10	0	0	1	0	649	1	5	366	1497	1042	281	29363	5508	106	100712	1955	0
18	0	0	9	0	643	1	5	92	6302	675	2708	3429	3068	287	14414	2223	1
17	0	0	1	0	624	1	5	253	1544	704	281	29363	5508	155	268284	2710	0
8	0	0	1	0	622	1	5	249	7146	1170	281	29363	5508	106	100712	1955	0
10	0	0	0	0	610	1	5	124	2613	823	340	11177	5758	106	100712	1955	0
20	0	0	0	0	591	1	5	281	5714	996	305	17411	4800	313	6334	2497	1
15	0	0	1	0	578	1	5	661	661	661	1149	17411	7070	1454	4690	2824	0
22	0	0	2	0	807	0	4	352	13467	2756	1017	23390	6796	365	20269	3552	1
13	0	0	9	0	785	0	4	261	9816	1378	3318	3599	3458	413	9356	1945	0
12	0	0	9	0	759	0	4	197	17742	1995	324	29363	3065	237	50105	2612	1
21	0	0	6	0	743	1	4	1177	2071	1082	4818	9480	7149	281	13347	3039	0
15	0	0	1	0	711	1	4	65	7768	1184	248	25687	3435	2056	2056	2056	1
19	0	0	1	0	698	0	4	663	663	663	602	37189	4795	134	36410	3152	1
19	0	0	9	0	675	0	4	328	1193	760	673	17742	4006	341	36410	3348	1
22	0	0	1	0	650	1	4	624	2410	1409	272	65209	6665	1854	5498	2960	1
17	0	0	9	0	619	0	4	620	620	620	297	18916	3021	201	34170	2902	1
20	0	0	1	0	581	0	4	242	242	242	175	11585	2134	242	4407	894	0
16	0	0	1	1	564	0	4	927	927	927	253	26335	2199	218	6726	1138	0
13	0	0	9	0	547	0	4	1069	5635	3512	2490	26335	9950	151	268284	5134	1
14	0	0	9	0	521	1	4	1475	1476	1475	2234	2234	2234	212	18098	2229	1
20	0	0	9	0	491	1	4	375	1120	747	5469	5469	5469	197	17742	1995	1
19	0	0	0	0	481	0	4	201	7601	1228	222	24246	2739	847	3920	2383	0
18	0	0	1	0	766	0	3	63	1503	783	554	26198	3381	63	28968	1946	0
19	0	0	2	0	739	0	3	237	21436	2161	113	268284	3615	232	17898	2569	0
9	0	0	6	0	720	0	3	201	1464	1079	484	6951	3376	400	13347	2860	1
19	0	0	1	0	697	0	3	412	1027	750	10738	10738	10738	231	9529	1580	0
16	0	0	2	0	662	0	3	516	1690	983	475	20383	5708	52	268284	3746	0
16	1	0	1	0	638	1	3	198	28968	2272	2998	2998	2998	2998	2998	2998	1
21	0	0	2	0	604	0	3	516	1690	983	7575	10149	8505	302	19435	3376	1
22	0	0	4	0	577	0	3	289	3318	1554	3318	7832	5772	1372	3318	2345	1
16	0	0	4	0	567	0	3	412	1027	750	189	31164	2023	287	5328	1528	0
22	0	0	1	0	542	0	3	1134	1134	1134	298	36410	2846	652	2482	1310	1
16	0	0	9	0	511	1	3	2033	2033	2033	714	26198	5589	403	28968	4212	1
19	0	0	0	0	480	0	3	201	7601	1228	244	268284	5214	222	24246	2739	0
18	0	0	1	0	460	0	3	178	2076	654	152	35427	3485	189	8077	1498	1
6	1	0	4	0	440	1	3	264	9038	2396	297	12438	4659	297	12438	4659	1
9	0	0	9	0	420	1	3	1530	7601	4565	10154	10154	10154	10154	10154	10154	1
15	0	0	9	1	679	0	2	384	384	192	198	140765	5615	840	4237	2252	1
18	0	0	2	0	658	0	2	263	7208	1802	6433	6433	6433	1479	6433	3956	1
20	0	0	1	0	631	0	2	211	880	545	266	8045	3014	252	7052	1645	0
24	0	0	8	0	600	0	2	147	2054	632	1317	2998	2478	1317	2422	1869	0
19	1	0	9	0	574	1	2	518	4208	1429	772	26335	7308	520	4208	2339	1
11	0	0	1	0	548	1	2	1125	1125	1125	313	31164	4421	2886	2886	2886	1
19	0	1	9	0	516	0	2	155	4791	914	665	5563	2751	2025	2025	2025	1
19	0	0	0	0	485	0	2	201	7601	1228	162	40893	2944	222	24246	2739	0
16	0	0	9	0	460	1	2	895	1898	1390	2056	6769	4412	352	13467	2756	1
19	0	0	9	0	440	0	2	232	9437	1170	17742	17742	17742	329	17742	5060	1
17	0	0	9	0	420	1	2	174	26335	2613	2522	11199	8207	395	17898	5052	1
28	0	0	0	1	1424	0	1	836	836	836	200	26148	3014	247	8948	1170	0
14	0	0	9	0	1401	1	1	1953	1953	1953	385	8372	2724	283	27616	2584	1
24	0	0	2	0	1373	0	1	318	6441	1945	223	18367	2817	147	37189	2347	1
23	0	0	1	0	1350	0	1	131	8063	1269	964	15155	6384	3171	3171	3171	1
16	1	0	1	0	489	1	1	226	11484	3064	7989	7989	7989	1058	24642	6239	1
19	0	0	0	0	474	0	1	201	7601	1228	90	140765	2971	222	24246	2739	0
18	0	0	9	0	450	0	1	328	3963	1122	423	104171	7842	469	34265	4889	1
9	0	0	1	0	420	0	1	211	40260	4603	602	37189	4795	602	37189	4795	1
12	0	0	9	0	1410	1	0	237	50105	2612	752	268284	25728	291	34265	7199	1
15	1	0	6	0	1401	1	0	180	10534	1546	292	18440	5604	201	28968	3440	1
15	0	0	9	0	1373	0	0	755	3824	1969	90	65209	3080	314	26148	2996	1
14	0	0	1	0	1356	1	0	825	825	825	427	50971	9254	209	65209	2843	1
12	0	0	1	0	1327	1	0	323	11484	3045	894	23474	8108	1113	11179	4771	1
8	0	0	1	0	1306	1	0	485	855	670	3455	3455	3455	3455	3455	3455	1
14	0	0	1	0	1294	1	0	641	641	641	889	2671	1780	889	2671	1780	1
8	0	0	1	0	1284	1	0	461	5839	1833	284	40832	8458	284	40832	8458	1
9	0	0	1	0	1274	1	0	447	447	447	340	11686	2992	340	11686	2992	1
9	0	0	1	0	1267	1	0	244	3525	1238	244	3525	1238	244	3525	1238	1
8	0	0	1	0	1253	1	0	1087	9727	4459	1087	9727	4459	1087	9727	4459	1
7	1	0	1	0	440	1	0	559	4879	2299	649	14130	5952	283	8667	2405	1
17	0	0	9	0	420	0	0	643	2421	1375	13347	13347	13347	402	13347	4537	1
12	0	0	6	0	1410	1	6	248	65209	4849	291	34265	7199	291	34265	7199	1
14	0	0	9	0	1372	1	6	1302	3002	2152	381	3824	2269	381	3824	2269	0
6	0	0	9	0	1344	0	6	1232	1232	1232	1232	1232	1232	1232	1232	1232	1
14	0	0	9	0	1295	0	6	319	1628	840	1702	6433	3292	338	3775	1280	1
31	0	0	1	0	1260	0	6	426	683	554	175	26247	2809	227	8307	1093	1
14	0	1	0	0	1235	0	6	360	2578	1469	365	20269	3552	816	6703	2011	0
8	0	0	1	0	1190	1	6	189	8077	1498	189	8077	1498	189	8077	1498	0
19	0	0	1	0	1158	0	6	152	3891	1075	340	34170	5262	212	7449	1212	0
13	0	0	1	0	1129	1	6	249	2524	541	180	26198	2815	266	11179	1437	0
24	0	0	9	0	1073	1	6	415	599	507	253	26335	2199	212	8804	1081	0
20	0	0	9	0	1054	0	6	802	1578	1243	323	36410	3072	386	17742	2064	1
10	1	0	9	0	1020	1	6	196	69182	3499	196	69182	3499	196	69182	3499	1
14	0	0	9	0	978	1	6	249	2694	1017	253	26335	2199	178	26335	1412	0
20	0	0	6	0	1189	1	5	261	1705	677	286	10534	2559	215	31164	1391	0
13	1	0	1	0	1130	1	5	249	2524	541	147	37189	2347	266	11179	1437	0
15	0	0	1	1	1119	0	5	847	847	847	253	26335	2199	514	3239	1494	0
18	0	0	1	0	1093	1	5	110	11708	1204	113	268284	3615	403	9727	2277	0
8	0	0	0	0	1068	1	5	1237	1237	1237	1519	4891	3218	246	18839	2272	0
12	0	0	2	0	1038	1	5	143	5197	1147	714	26198	5589	1360	9337	3903	0
17	0	0	1	0	997	0	5	180	3019	883	332	18440	2720	766	2898	1926	1
16	0	0	9	0	965	1	5	163	3432	1024	5568	5568	5568	1691	1691	1691	1
15	0	0	2	0	936	0	5	152	3891	1075	602	6788	2960	113	23474	1571	0
15	0	0	9	0	902	0	5	470	470	470	554	268284	11315	388	25376	7031	1
19	0	1	0	0	861	0	5	1947	1947	1947	1947	1947	1947	1947	1947	1947	1
16	0	0	9	0	832	1	5	212	8804	1081	142	268284	3428	435	8045	2596	0
16	0	0	9	0	800	1	5	90	12915	2113	5341	5341	5341	142	268284	3428	1
12	0	0	1	0	768	1	5	345	2597	1249	311	140765	8153	805	8554	4256	1
10	0	0	9	0	965	1	4	1487	1609	1548	278	12915	4885	2436	2436	2436	1
19	0	0	9	0	936	0	4	190	5217	840	5217	5217	5217	63	5217	1966	1
9	0	0	9	0	893	1	4	352	24931	3168	1662	24931	8779	52	50105	4380	1
13	0	0	1	1	843	0	4	470	727	622	309	10049	2721	682	1452	1012	0
19	0	0	1	0	808	1	4	1381	1555	1468	307	268284	14297	160	18161	4419	1
8	1	0	1	0	775	1	4	253	1544	704	463	6177	2580	910	1554	1232	0
16	0	0	0	0	743	0	4	142	268284	3428	712	140765	15535	151	268284	5134	1
19	1	0	2	0	709	1	4	212	8804	1081	174	8851	2317	125	10092	1842	0
5	0	0	9	0	675	1	4	1877	1911	1894	602	36410	3684	602	36410	3684	1
21	1	0	2	0	642	1	4	297	943	615	286	10534	2559	287	5328	1528	0
15	0	0	1	0	605	1	4	152	65209	2353	1058	24642	6239	113	268284	3615	1
7	1	0	1	0	575	1	4	695	12438	7631	12438	12438	12438	12438	12438	12438	1
11	0	0	1	0	545	0	4	244	9727	1830	455	27200	3601	455	27200	3601	1
19	0	0	0	0	501	0	4	201	7601	1228	222	24246	2739	847	3920	2383	0
14	0	0	9	0	481	0	4	2290	2290	2290	270	29363	7543	142	268284	3428	1
11	0	0	0	0	1150	1	2	293	11290	1868	125	9897	2735	265	15521	2408	1
12	1	0	1	0	1122	1	2	249	2524	541	266	11179	1437	201	7601	1228	0
25	0	0	2	0	1076	1	2	211	426	318	226	23390	3762	3140	3140	3140	1
20	1	0	6	0	1054	1	2	673	673	673	1343	16827	6882	294	5186	1727	0
16	1	0	9	0	1022	1	2	748	2935	1474	283	63557	6090	400	13347	2860	0
13	1	0	1	0	1012	1	2	262	4631	1024	714	26198	5589	162	27756	2333	0
18	0	0	9	0	925	1	2	200	11685	1688	2217	12915	7669	292	29363	2981	1
7	0	0	9	0	889	1	2	316	11495	1932	1503	5979	3741	248	40832	2001	1
11	1	0	9	0	817	1	2	304	5568	1768	384	140765	11265	52	268284	3746	1
16	1	0	9	0	744	1	2	331	1462	790	588	12664	6626	2537	2537	2537	1
14	1	0	6	0	711	1	2	400	400	400	262	35427	4729	313	6334	2497	1
14	0	0	1	0	679	0	2	297	943	615	294	6736	3515	200	11685	1688	0
11	0	0	4	0	639	1	2	248	40832	2001	270	29363	7543	1221	13422	5644	0
24	0	0	1	0	604	0	2	311	314	312	315	7582	3623	269	7582	1405	1
15	0	0	9	0	613	1	1	387	3875	1743	272	65209	6665	788	4451	2809	1
17	0	1	2	0	588	0	1	63	28968	1946	6509	6509	6509	632	6708	3670	1
20	0	0	9	0	560	1	1	1221	2794	1766	270	29363	7543	554	26198	3381	1
18	0	0	0	0	540	1	1	246	18839	2272	52	268284	3746	237	10607	2576	1
16	0	0	2	0	510	1	1	201	7854	1973	739	19461	5665	4542	4542	4542	1
19	0	0	0	0	450	0	1	201	7601	1228	222	24246	2739	847	3920	2383	1
25	0	0	9	0	38	1	1	212	3059	1563	16827	16827	16827	1729	16827	7991	1
22	0	0	4	0	1429	1	0	212	3059	1563	2039	26198	9244	1729	16827	7991	1
14	0	0	9	0	1020	1	0	1563	1563	1563	384	140765	11265	201	34170	2902	1
12	0	0	6	0	989	1	0	714	26198	5589	714	26198	5589	714	26198	5589	0
18	0	0	9	0	961	0	0	142	268284	3428	626	34173	9961	90	268284	5747	1
11	0	0	9	0	945	1	0	420	5388	1658	1761	4358	3059	1761	4358	3059	0
16	0	0	9	0	919	0	0	284	3880	1027	1425	5419	3422	283	7888	1804	1
13	0	0	6	0	890	1	0	952	4754	2904	554	268284	11315	257	20593	5007	1
14	0	0	9	0	863	1	0	1563	1563	1563	384	140765	11265	201	34170	2902	1
28	0	0	9	0	840	1	0	147	18916	1005	274	35427	2476	315	17969	1810	0
13	0	0	9	0	811	1	0	554	4374	1920	552	33997	6038	52	50105	4380	1
9	0	0	9	0	788	1	0	339	2616	987	811	9371	3670	237	18367	1640	0
24	0	0	1	0	778	0	0	374	374	374	460	18916	3645	263	7052	1186	0
5	0	0	6	0	769	0	0	160	21036	3836	160	21036	3836	160	21036	3836	1
15	0	0	1	0	748	0	0	198	28968	2272	1223	36410	5991	1532	6560	4046	1
29	0	0	9	0	717	0	0	249	26335	2100	90	268284	5747	752	5922	3337	1
26	0	0	1	0	872	0	6	439	439	439	90	140765	2971	1887	1887	1887	1
8	0	0	9	0	838	1	6	143	15900	1197	253	26335	2199	253	26335	2199	0
13	0	0	1	0	792	0	6	339	2616	987	811	9371	3670	237	18367	1640	0
13	0	1	9	0	766	0	6	824	2187	1707	400	13347	2860	190	15430	2841	0
10	0	0	0	0	764	1	6	663	4228	1580	390	12888	3208	390	12888	3208	1
20	0	0	9	0	737	1	6	399	873	588	52	268284	3746	256	13057	1757	1
11	0	0	9	0	711	1	6	143	15900	1197	188	26335	4244	1303	1303	1303	1
24	0	0	9	0	697	1	6	499	499	499	379	35427	6798	272	8372	1686	1
25	0	0	6	0	686	0	6	395	1588	1031	242	140765	3975	1588	1588	1588	0
6	0	0	9	0	651	1	6	143	15900	1197	143	15900	1197	143	15900	1197	1
20	0	0	9	0	640	1	6	151	5714	940	143	63557	5311	294	5355	1495	1
39	0	0	9	0	624	1	6	147	18916	1005	3879	6788	5663	178	15009	2560	0
14	0	0	9	0	622	1	6	411	411	411	201	28968	3440	334	6181	1786	0
5	0	0	9	0	615	1	6	92	6302	675	248	18098	2568	143	6387	1047	1
